booking_id,hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,arrival_date,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests
HB-029708,Resort Hotel,0,13,2024,November,44,3,2024-11-03,0,1,2,0.0,0,BB,UKR,Groups,TA/TO,0,0,0,A,A,0,No Deposit,368.0,,0,Transient-Party,38.0,0,1
HB-099294,City Hotel,0,36,2024,October,41,9,2024-10-09,2,1,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,100.95,0,1
HB-045186,City Hotel,0,57,2023,October,42,22,2023-10-22,0,1,2,0.0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,,0,Contract,94.5,0,1
HB-108370,City Hotel,0,104,2025,March,12,19,2025-03-19,2,5,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,20.0,,0,Transient-Party,75.0,0,1
HB-006652,Resort Hotel,0,253,2024,June,25,22,2024-06-22,0,3,2,0.0,0,HB,POL,Groups,Direct,0,0,0,A,D,0,No Deposit,,,0,Transient-Party,92.0,0,0
HB-044557,City Hotel,0,92,2023,October,40,7,2023-10-07,0,4,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,3.0,,58,Transient-Party,70.0,0,0
HB-072722,City Hotel,1,389,2025,August,32,4,2025-08-04,0,2,1,0.0,0,SC,BEL,Online TA,TA/TO,0,0,0,A,A,6,No Deposit,9.0,,0,Transient,118.75,0,2
HB-067701,City Hotel,1,407,2025,May,19,6,2025-05-06,2,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,229.0,,0,Transient,90.0,0,0
HB-039310,Resort Hotel,0,37,2025,August,32,10,2025-08-10,1,3,2,0.0,0,BB,CN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,314.0,,0,Transient,190.1,0,0
HB-073059,City Hotel,1,325,2025,August,33,13,2025-08-13,2,2,2,0.0,0,BB,AZE,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,9.0,,0,Transient,107.1,0,0
HB-005698,Resort Hotel,1,49,2024,May,19,10,2024-05-10,0,5,2,2.0,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240.0,,0,Transient,125.0,0,0
HB-089425,City Hotel,0,1,2024,May,21,20,2024-05-20,0,1,2,2.0,0,BB,PRT,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,7.0,,0,Transient,198.77,0,1
HB-000432,Resort Hotel,0,57,2023,July,28,15,2023-07-15,0,2,2,0.0,0,FB,PRT,Groups,Direct,0,0,0,A,A,0,No Deposit,305.0,,0,Transient,107.0,0,0
HB-110322,City Hotel,0,85,2025,April,17,23,2025-04-23,2,1,2,0.0,0,BB,CHE,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,108.0,0,0
HB-090094,City Hotel,0,5,2024,May,22,31,2024-05-31,0,2,2,0.0,0,SC,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,119.0,0,0
HB-102126,City Hotel,0,215,2024,November,47,21,2024-11-21,1,1,1,0.0,0,BB,ALB,Groups,Corporate,0,0,0,A,A,0,No Deposit,,233.0,0,Transient,75.0,0,0
HB-075191,City Hotel,1,292,2023,August,31,5,2023-08-05,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,,0,Transient-Party,62.0,0,0
HB-064153,City Hotel,1,28,2025,March,9,2,2025-03-02,0,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,,0,Transient,95.0,0,0
HB-094542,City Hotel,0,3,2024,August,32,5,2024-08-05,0,1,2,0.0,0,BB,FRA,Direct,Direct,0,0,0,D,A,0,No Deposit,14.0,,0,Transient,210.0,0,2
HB-051554,City Hotel,1,29,2024,May,21,21,2024-05-21,1,1,2,0.0,0,SC,ARM,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,113.55,0,0
HB-091044,City Hotel,0,1,2024,June,24,14,2024-06-14,0,2,3,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,179.0,0,1
HB-046188,City Hotel,1,10,2023,December,51,23,2023-12-23,0,4,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,87.0,0,0
HB-105501,City Hotel,0,3,2025,February,6,9,2025-02-09,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,243.0,0,Transient-Party,93.0,0,0
HB-031074,Resort Hotel,0,0,2024,December,50,12,2024-12-12,1,0,1,0.0,0,BB,ECU,Direct,Direct,0,0,0,A,D,0,No Deposit,,,0,Transient,39.0,1,0
HB-103055,City Hotel,0,51,2024,December,49,8,2024-12-08,0,3,2,0.0,0,BB,AUT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,68.47,0,1
HB-113343,City Hotel,0,209,2025,June,23,2,2025-06-02,2,2,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,125.1,0,1
HB-095256,City Hotel,0,136,2024,August,33,15,2024-08-15,1,1,0,2.0,0,BB,BEL,Direct,Direct,0,0,0,B,B,0,No Deposit,14.0,,0,Transient-Party,120.63,0,0
HB-103288,City Hotel,0,29,2024,December,51,17,2024-12-17,0,1,1,1.0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,9.0,,0,Transient,130.0,0,0
HB-111586,City Hotel,0,123,2025,May,19,8,2025-05-08,1,4,2,0.0,0,BB,NOR,Online TA,TA/TO,0,0,0,A,A,4,No Deposit,9.0,,0,Transient,129.6,0,1
HB-048361,City Hotel,1,7,2024,March,12,22,2024-03-22,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,101.0,0,0
HB-055734,City Hotel,1,303,2024,August,34,19,2024-08-19,2,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,21.0,,0,Transient-Party,78.0,0,0
HB-047909,City Hotel,0,2,2024,March,10,9,2024-03-09,0,1,2,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,1,No Deposit,,72.0,0,Transient-Party,40.0,0,1
HB-069198,City Hotel,1,246,2025,May,22,27,2025-05-27,1,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,12.0,,0,Transient-Party,100.0,0,0
HB-099140,City Hotel,0,85,2024,October,40,6,2024-10-06,1,3,2,0.0,0,BB,SWE,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,85.0,0,1
HB-000352,Resort Hotel,0,109,2023,July,28,13,2023-07-13,1,1,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,240.0,,0,Transient,73.8,0,1
HB-071001,City Hotel,1,34,2025,June,26,27,2025-06-27,0,1,3,0.0,0,BB,POL,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,9.0,,0,Transient,189.0,0,1
HB-046233,City Hotel,1,13,2023,December,52,27,2023-12-27,2,0,2,1.0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,14.0,,0,Transient,116.0,0,1
HB-103703,City Hotel,0,2,2024,December,52,28,2024-12-28,0,2,2,1.0,0,BB,KOR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,142.0,0,2
HB-096985,City Hotel,0,183,2024,September,36,8,2024-09-08,0,3,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,44.0,,0,Transient-Party,110.0,0,1
HB-002892,Resort Hotel,1,25,2023,November,44,4,2023-11-04,2,9,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,281.0,0,Transient-Party,40.0,0,0
HB-119232,City Hotel,0,213,2025,August,35,28,2025-08-28,1,3,1,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,1,No Deposit,19.0,,0,Transient-Party,104.0,0,0
HB-093571,City Hotel,0,292,2024,July,29,21,2024-07-21,0,2,2,0.0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,115.0,0,0
HB-040824,City Hotel,0,128,2023,August,32,8,2023-08-08,1,1,2,1.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,,,0,Transient-Party,76.5,0,2
HB-049508,City Hotel,1,126,2024,April,15,14,2024-04-14,0,3,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,39,Transient,57.5,0,0
HB-044223,City Hotel,0,164,2023,October,40,2,2023-10-02,0,2,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,19.0,,0,Transient-Party,100.0,0,0
HB-106404,City Hotel,0,9,2025,February,8,23,2025-02-23,0,2,2,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,88.0,0,3
HB-109239,City Hotel,0,209,2025,April,14,5,2025-04-05,0,4,2,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8.0,,0,Transient,99.0,0,1
HB-018127,Resort Hotel,0,17,2023,November,45,6,2023-11-06,0,1,1,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,44.1,0,1
HB-032475,Resort Hotel,0,56,2025,January,4,25,2025-01-25,0,3,2,0.0,0,BB,FRA,Direct,Direct,0,0,0,F,F,2,No Deposit,250.0,,0,Transient,79.67,0,0
HB-103302,City Hotel,0,2,2024,December,51,18,2024-12-18,1,0,1,0.0,0,BB,CHN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,89.5,0,2
HB-093491,City Hotel,0,292,2024,July,29,21,2024-07-21,0,2,1,0.0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,6.0,,0,Transient-Party,90.0,0,0
HB-026751,Resort Hotel,0,107,2024,August,32,6,2024-08-06,2,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,192.0,1,1
HB-022397,Resort Hotel,0,20,2024,March,12,22,2024-03-22,0,2,3,0.0,0,BB,PRT,Direct,Direct,0,0,0,E,E,0,No Deposit,250.0,,0,Transient,95.0,0,1
HB-113568,City Hotel,0,32,2025,June,23,8,2025-06-08,0,1,2,0.0,0,SC,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,120.0,0,0
HB-053179,City Hotel,1,113,2024,June,25,17,2024-06-17,0,2,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,126.9,0,0
HB-093877,City Hotel,0,126,2024,July,30,23,2024-07-23,2,3,3,0.0,0,BB,POL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,130.05,0,2
HB-084285,City Hotel,0,4,2024,February,8,20,2024-02-20,1,1,2,0.0,0,BB,BRA,Direct,Direct,0,0,0,E,E,0,No Deposit,14.0,,0,Transient,127.0,0,0
HB-111817,City Hotel,0,70,2025,May,20,13,2025-05-13,2,1,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,9.0,,0,Transient,186.0,0,2
HB-099036,City Hotel,0,71,2024,October,41,7,2024-10-07,0,1,2,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,B,B,1,No Deposit,9.0,,0,Transient,108.0,0,1
HB-068213,City Hotel,1,160,2025,May,20,15,2025-05-15,1,2,2,1.0,0,HB,CN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,204.75,0,1
HB-094500,City Hotel,0,192,2024,August,31,3,2024-08-03,0,2,2,0.0,0,SC,ISR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient-Party,94.5,0,0
HB-040849,City Hotel,0,4,2023,August,32,8,2023-08-08,2,1,2,0.0,0,HB,ITA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,17.0,,0,Transient-Party,94.5,0,0
HB-076015,City Hotel,1,336,2023,September,38,18,2023-09-18,0,2,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,6.0,,0,Transient-Party,101.5,0,0
HB-051649,City Hotel,1,141,2024,May,21,23,2024-05-23,1,4,2,0.0,0,BB,TUN,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,116.11,0,0
HB-027572,Resort Hotel,0,226,2024,August,35,27,2024-08-27,2,5,2,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240.0,,0,Transient,213.43,1,0
HB-003928,Resort Hotel,1,4,2024,February,6,7,2024-02-07,2,1,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,250.0,,0,Transient,39.0,0,0
HB-022465,Resort Hotel,0,36,2024,March,12,24,2024-03-24,0,3,3,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,314.0,,0,Transient,81.0,0,1
HB-017159,Resort Hotel,0,0,2023,September,39,28,2023-09-28,0,0,2,0.0,0,BB,FRA,Online TA,TA/TO,1,0,0,A,C,0,No Deposit,240.0,,0,Transient,0.0,0,2
HB-010264,Resort Hotel,1,55,2025,February,8,23,2025-02-23,0,2,3,0.0,0,BB,CHL,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,68.0,0,0
HB-024623,Resort Hotel,0,89,2024,May,20,18,2024-05-18,2,7,2,0.0,0,HB,GBR,Direct,Direct,0,0,0,E,E,0,No Deposit,,,0,Transient,106.7,0,1
HB-014000,Resort Hotel,0,113,2024,June,26,25,2024-06-25,4,6,1,0.0,0,BB,PRT,Direct,Direct,0,0,2,A,A,3,No Deposit,,,0,Transient,66.0,0,1
HB-104863,City Hotel,0,21,2025,January,4,20,2025-01-20,2,2,2,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,9.0,,0,Transient,104.31,0,1
HB-091039,City Hotel,0,0,2024,June,24,14,2024-06-14,0,1,2,0.0,0,BB,HRV,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,111.0,0,1
HB-112543,City Hotel,0,0,2025,May,21,23,2025-05-23,0,2,2,0.0,0,BB,ITA,Direct,Direct,0,0,0,D,D,0,No Deposit,,,0,Transient,185.0,0,0
HB-007495,Resort Hotel,1,129,2024,August,33,12,2024-08-12,1,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,189.0,0,0
HB-040296,City Hotel,1,67,2023,July,29,20,2023-07-20,3,8,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8.0,,0,Transient,76.5,0,0
HB-056787,City Hotel,1,7,2024,September,37,14,2024-09-14,0,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,184.0,0,0
HB-114470,City Hotel,0,129,2025,June,25,20,2025-06-20,0,3,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,117.0,0,0
HB-014695,Resort Hotel,1,259,2023,September,37,17,2023-09-17,0,3,2,0.0,0,BB,GBR,Groups,Corporate,0,1,0,A,A,0,Non Refund,,223.0,0,Transient,40.05,0,0
HB-042952,City Hotel,0,168,2023,September,37,11,2023-09-11,0,2,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,1,No Deposit,1.0,,0,Transient-Party,50.0,0,0
HB-081407,City Hotel,0,23,2024,January,1,2,2024-01-02,2,1,2,0.0,0,HB,ITA,Offline TA/TO,TA/TO,1,0,0,A,A,2,No Deposit,26.0,,0,Transient-Party,109.0,0,0
HB-037624,Resort Hotel,0,127,2025,June,25,19,2025-06-19,1,4,2,2.0,0,BB,HRV,Online TA,TA/TO,0,0,0,C,C,0,No Deposit,240.0,,0,Transient,154.8,1,1
HB-012628,Resort Hotel,1,154,2025,July,28,8,2025-07-08,4,7,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,176.18,0,1
HB-102188,City Hotel,0,214,2024,November,47,20,2024-11-20,2,2,2,0.0,0,BB,ITA,Groups,Corporate,0,0,0,A,D,1,No Deposit,,233.0,0,Transient,85.0,0,0
HB-026354,Resort Hotel,0,37,2024,July,30,23,2024-07-23,2,5,3,1.0,0,BB,PRT,Online TA,TA/TO,0,0,0,H,H,0,No Deposit,,,0,Transient,210.0,1,0
HB-026602,Resort Hotel,0,175,2024,July,31,30,2024-07-30,2,5,2,0.0,1,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,5.0,,0,Transient,150.0,0,0
HB-049479,City Hotel,1,281,2024,April,15,14,2024-04-14,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,62.0,0,0
HB-049900,City Hotel,0,270,2024,April,16,20,2024-04-20,0,4,2,0.0,0,BB,ISL,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,21.0,,187,Transient-Party,80.0,0,0
HB-054452,City Hotel,1,124,2024,July,29,16,2024-07-16,2,1,2,0.0,0,BB,CN,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,118.8,0,1
HB-088745,City Hotel,0,1,2024,May,19,11,2024-05-11,0,1,2,0.0,0,BB,ITA,Direct,Direct,0,0,0,A,D,0,No Deposit,,,0,Transient,109.65,0,1
HB-036072,Resort Hotel,0,211,2025,May,18,2,2025-05-02,2,5,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,C,0,No Deposit,40.0,,0,Contract,40.95,0,0
HB-044592,City Hotel,0,210,2023,October,40,8,2023-10-08,1,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,D,1,No Deposit,12.0,,0,Transient-Party,72.75,0,0
HB-064475,City Hotel,1,55,2025,March,11,10,2025-03-10,1,2,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,97.2,0,1
HB-050673,City Hotel,1,31,2024,May,18,5,2024-05-05,0,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,65.0,0,0
HB-071478,City Hotel,1,252,2025,July,27,6,2025-07-06,0,3,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,89.1,0,1
HB-035939,Resort Hotel,0,95,2025,April,18,29,2025-04-29,2,5,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,143.0,,0,Transient,42.95,0,0
HB-100866,City Hotel,0,192,2024,October,44,31,2024-10-31,1,2,2,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,83.0,,0,Transient,68.23,0,0
HB-064429,City Hotel,1,241,2025,March,10,9,2025-03-09,0,3,1,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,84.6,0,0
HB-061801,City Hotel,1,124,2024,December,52,26,2024-12-26,1,3,2,1.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,105.61,0,2
HB-082197,City Hotel,1,30,2023,December,52,28,2023-12-28,1,0,2,0.0,0,BB,PRT,Online TA,TA/TO,0,1,0,A,A,0,No Deposit,8.0,,0,Transient,67.5,0,0
HB-098088,City Hotel,0,276,2024,September,38,22,2024-09-22,0,3,1,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,178,Transient-Party,95.67,0,0
HB-016144,Resort Hotel,0,86,2023,August,32,12,2023-08-12,0,4,2,0.0,0,HB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,134.0,,0,Transient,133.0,0,1
HB-103821,City Hotel,0,115,2024,December,52,27,2024-12-27,0,5,2,2.0,0,BB,BRA,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,7.0,,0,Transient,170.63,0,2
HB-014148,Resort Hotel,0,8,2024,April,18,29,2024-04-29,0,2,2,0.0,0,BB,PRT,Corporate,Corporate,0,0,2,E,E,0,No Deposit,,154.0,0,Transient,23.0,0,0
HB-033161,Resort Hotel,0,31,2025,February,7,14,2025-02-14,0,3,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient-Party,48.0,0,2
HB-094547,City Hotel,0,134,2024,August,31,4,2024-08-04,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,,0,Transient,105.3,0,1
HB-025035,Resort Hotel,0,14,2024,June,23,8,2024-06-08,0,4,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,124.0,0,1
HB-062417,City Hotel,1,124,2025,January,3,13,2025-01-13,0,2,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,88.0,0,1
HB-043038,City Hotel,1,90,2023,September,37,13,2023-09-13,2,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,89.25,0,0
HB-028312,Resort Hotel,0,5,2024,September,39,27,2024-09-27,0,2,1,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,106.0,0,2
HB-067691,City Hotel,1,162,2025,May,19,6,2025-05-06,2,1,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,3.0,,0,Transient,80.0,0,0
HB-084428,City Hotel,0,80,2024,February,8,22,2024-02-22,1,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,28.0,,0,Transient,60.0,0,0
HB-025700,Resort Hotel,0,130,2024,June,26,24,2024-06-24,4,10,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,139.5,1,1
HB-112452,City Hotel,0,87,2025,May,21,22,2025-05-22,1,1,1,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,475.0,,0,Transient-Party,126.0,0,0
HB-033285,Resort Hotel,0,0,2025,February,8,18,2025-02-18,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,250.0,,0,Transient,78.0,0,1
HB-095094,City Hotel,0,169,2024,August,33,12,2024-08-12,1,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,105.3,0,1
HB-010410,Resort Hotel,1,312,2025,March,10,5,2025-03-05,2,5,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,298.0,,0,Transient-Party,30.0,0,0
HB-044607,City Hotel,1,210,2023,October,40,8,2023-10-08,1,3,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,12.0,,0,Transient-Party,72.75,0,0
HB-067344,City Hotel,1,139,2025,May,18,2,2025-05-02,0,1,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7.0,,0,Transient,135.13,0,1
HB-040777,City Hotel,0,1,2023,August,32,7,2023-08-07,0,2,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Contract,80.0,0,1
HB-005329,Resort Hotel,1,13,2024,April,17,25,2024-04-25,1,2,2,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,E,E,0,No Deposit,,110.0,0,Transient,85.0,0,0
HB-089709,City Hotel,0,212,2024,May,21,20,2024-05-20,2,3,2,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,21.0,,0,Transient-Party,78.0,0,1
HB-038234,Resort Hotel,0,182,2025,July,28,12,2025-07-12,0,0,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,E,E,2,No Deposit,,,0,Transient-Party,0.0,1,1
HB-101230,City Hotel,0,13,2024,November,45,8,2024-11-08,0,1,1,0.0,0,SC,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,86.0,,0,Transient,140.0,0,0
HB-047929,City Hotel,1,60,2024,March,10,10,2024-03-10,0,1,2,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,76.5,0,0
HB-092180,City Hotel,0,53,2024,June,26,30,2024-06-30,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,119.7,0,1
HB-043356,City Hotel,1,74,2023,September,38,18,2023-09-18,0,2,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,6.0,,0,Transient-Party,101.5,0,0
HB-091979,City Hotel,0,1,2024,June,26,26,2024-06-26,2,1,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,152.67,0,0
HB-104802,City Hotel,0,58,2025,January,3,15,2025-01-15,3,5,2,0.0,0,BB,CYP,Groups,TA/TO,0,0,0,A,D,1,No Deposit,,,0,Transient-Party,101.25,0,0
HB-039246,Resort Hotel,0,32,2025,August,32,8,2025-08-08,0,4,2,1.0,0,BB,CN,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,241.0,,0,Transient,237.6,0,1
HB-035256,Resort Hotel,0,32,2025,April,16,14,2025-04-14,1,2,2,0.0,0,Undefined,PRT,Direct,Direct,0,0,0,C,C,0,No Deposit,,,0,Transient,197.33,0,0
HB-104816,City Hotel,0,93,2025,January,3,15,2025-01-15,3,5,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,96.9,0,2
HB-002024,Resort Hotel,0,97,2023,September,39,27,2023-09-27,4,6,2,0.0,0,HB,IRL,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240.0,,0,Transient,93.2,0,0
HB-084277,City Hotel,0,4,2024,February,8,19,2024-02-19,1,2,2,0.0,0,BB,LUX,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,138.0,,0,Transient,76.8,0,0
HB-116903,City Hotel,0,145,2025,July,29,20,2025-07-20,2,5,3,0.0,0,BB,DEU,Direct,Direct,0,0,0,D,D,1,No Deposit,14.0,,0,Transient,155.69,0,3
HB-069635,City Hotel,1,271,2025,June,23,3,2025-06-03,0,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,229.0,,0,Transient,90.0,0,0
HB-049322,City Hotel,1,26,2024,April,15,10,2024-04-10,2,2,2,1.0,0,BB,PRT,Direct,Direct,0,0,0,E,E,1,No Deposit,,,0,Transient,157.4,0,2
